,SubjectName,SubjectID,SectionName,CourseCode,YearName
674,Advanced solid waste treatment,47572475,Mineur en Énergie,ENV-500,2015-2016
675,Advanced solid waste treatment,47572475,Sciences et ingénierie de l'environnement,ENV-500,2015-2016
676,Analyse des flux de matière,72497223,"Mineur en Design intégré, architecture et durabilité",ENV-501,2015-2016
677,Analyse des flux de matière,72497223,Sciences et ingénierie de l'environnement,ENV-501,2015-2016
678,TP de bioprocédés environnementaux,71826349,Mineur en Biotechnologie,ENV-506,2015-2016
679,TP de bioprocédés environnementaux,71826349,Sciences et ingénierie de l'environnement,ENV-506,2015-2016
680,Fate and behaviour of organic pollutants,348637649,Gestion de l'énergie et construction durable,ENV-507,2015-2016
681,Fate and behaviour of organic pollutants,348637649,Sciences et ingénierie de l'environnement,ENV-507,2015-2016
682,Ecologie numérique,24004448,Sciences et ingénierie de l'environnement,ENV-521,2015-2016
683,Risques hydrologiques et aménagements,24005195,Sciences et ingénierie de l'environnement,ENV-524,2015-2016
684,Snow physics and hydrology,444523163,Sciences et ingénierie de l'environnement,ENV-525,2015-2016
685,Design de SIG,1576313429,Sciences et ingénierie de l'environnement,ENV-547,2015-2016
686,Sensor orientation,1499350407,Gestion de l'énergie et construction durable,ENV-548,2015-2016
687,Sensor orientation,1499350407,Mineur en Technologies spatiales,ENV-548,2015-2016
688,Sensor orientation,1499350407,Sciences et ingénierie de l'environnement,ENV-548,2015-2016
689,Stage d'ingénieur crédité avec le PDM (master en Gestion de l'énergie et construction durable),1582864637,Gestion de l'énergie et construction durable,ENV-593,2015-2016
690,Projet de master en gestion de l'énergie et construction durable,1582851784,Gestion de l'énergie et construction durable,ENV-595,2015-2016
691,Projet SIE/ENAC,2214296,Sciences et ingénierie de l'environnement,ENV-597,2015-2016
692,Stage d'ingénieur crédité avec le PDM (master en Sciences et ingénierie de l'environnement),652076651,Sciences et ingénierie de l'environnement,ENV-598,2015-2016
693,Projet de master en sciences et ingénierie de l'environnement,134558496,Sciences et ingénierie de l'environnement,ENV-599,2015-2016
694,Projet de master pour étudiant venant en échange à l'EPFL,90181927,Echange GC,EPFL-401,2015-2016
695,Projet de master pour étudiant venant en échange à l'EPFL,90181927,Echange EL,EPFL-401,2015-2016
696,Projet de master pour étudiant venant en échange à l'EPFL,90181927,Echange GM,EPFL-401,2015-2016
697,Projet de master pour étudiant venant en échange à l'EPFL,90181927,Echange MX,EPFL-401,2015-2016
698,Projet de master pour étudiant venant en échange à l'EPFL,90181927,Echange PH,EPFL-401,2015-2016
699,Projet de master pour étudiant venant en échange à l'EPFL,90181927,Echange IN,EPFL-401,2015-2016
700,Projet de master pour étudiant venant en échange à l'EPFL,90181927,Echange SC,EPFL-401,2015-2016
701,Advanced Topics in Nuclear Reactor Materials,161868049,Génie nucléaire,ETH-530,2015-2016
702,Nuclear Computations Lab,830854788,Génie nucléaire,ETH-531,2015-2016
703,Beyond-design-basis safety,432433317,Génie nucléaire,ETH-532,2015-2016
704,Decommissioning of nuclear power plants,1919143539,Génie nucléaire,ETH-533,2015-2016
705,Semester Project Nuclear Engineering,161867929,Génie nucléaire,ETH-590,2015-2016
706,Introduction to finance (IF master and minor only),80395102,Ingénierie financière,FIN-401,2015-2016
707,Quantitative methods in finance,229988060,Ingénierie financière,FIN-402,2015-2016
708,Econometrics,229987786,Ingénierie financière,FIN-403,2015-2016
709,Macrofinance,229913760,Ingénierie financière,FIN-406,2015-2016
710,Stochastic calculus I,842513489,Ingénierie financière,FIN-408,2015-2016
711,Real options and financial structuring,236283202,Ingénierie financière,FIN-410,2015-2016
712,Accounting for finance,1776066822,Ingénierie financière,FIN-411,2015-2016
713,Advanced derivatives,229988298,Ingénierie financière,FIN-503,2015-2016
714,Credit risk,840861451,Ingénierie financière,FIN-504,2015-2016
715,Fixed income analysis,840861591,Ingénierie financière,FIN-505,2015-2016
716,Advanced topics in financial econometrics,230003664,Ingénierie financière,FIN-521,2015-2016
717,Venture capital,842513718,"Management, technologie et entrepreneuriat",FIN-522,2015-2016
718,Venture capital,842513718,Ingénierie financière,FIN-522,2015-2016
719,Global business environment,71966057,"Management, technologie et entrepreneuriat",FIN-523,2015-2016
720,Global business environment,71966057,"Mineur en Management, technologie et entrepreneuriat",FIN-523,2015-2016
721,Global business environment,71966057,Ingénierie financière,FIN-523,2015-2016
722,Securitization & the financial crisis,842513650,Ingénierie financière,FIN-524,2015-2016
723,Financial big data,1898238663,Ingénierie financière,FIN-525,2015-2016
724,Master project in Financial Engineering,132449292,Ingénierie financière,FIN-599,2015-2016
725,Investing: a Guide to Doing the Right Thing,1964500347,Ingénierie financière,FIN-614,2015-2016
726,Didactique des mathématiques,1803746018,Mathématiques pour l'enseignement,HEP-407,2015-2016
727,Relation pédagogique et climat de classe,1803745771,Mathématiques pour l'enseignement,HEP-408,2015-2016
728,"Science, technologie et société A",1581729904,Programme Sciences humaines et sociales,HUM-114,2015-2016
729,Enjeux mondiaux: santé B,1757761712,Programme Sciences humaines et sociales,HUM-125(b),2015-2016
730,Enjeux politiques contemporains A,1580216068,Programme Sciences humaines et sociales,HUM-201,2015-2016
731,Pratiques artistiques A,1580488321,Programme Sciences humaines et sociales,HUM-202,2015-2016
732,Histoire de l'Asie contemporaine A,1919570518,Programme Sciences humaines et sociales,HUM-203(a),2015-2016
733,"Médias, communication et culture",1772997,Programme Sciences humaines et sociales,HUM-204,2015-2016
734,Design graphique I,1680357972,Programme Sciences humaines et sociales,HUM-205,2015-2016
735,Design industriel I,249353044,Programme Sciences humaines et sociales,HUM-206,2015-2016
736,Ethique sociale et politique A,1919567689,Programme Sciences humaines et sociales,HUM-207(a),2015-2016
737,État et droits humains,235424562,Programme Sciences humaines et sociales,HUM-208,2015-2016
738,Études musicales A,1954058871,Programme Sciences humaines et sociales,HUM-209,2015-2016
739,Psychologie cognitive A,1773002,Programme Sciences humaines et sociales,HUM-213,2015-2016
740,Méditerranée: grands textes et mythes fondateurs A,1580215017,Programme Sciences humaines et sociales,HUM-215,2015-2016
741,Philosophie des sciences A,900058271,Programme Sciences humaines et sociales,HUM-216,2015-2016
742,Musicologie et histoire de la musique B,1581730596,Programme Sciences humaines et sociales,HUM-217,2015-2016
743,Psychologie sociale A,1772992,Programme Sciences humaines et sociales,HUM-218,2015-2016
744,Science et littérature C,1581731104,Programme Sciences humaines et sociales,HUM-219,2015-2016
745,Travail et organisations,405238132,Programme Sciences humaines et sociales,HUM-220,2015-2016
746,Histoire des énergies et des transports A,1908341947,Programme Sciences humaines et sociales,HUM-221(a),2015-2016
747,Pratiques artistiques C,1581730988,Programme Sciences humaines et sociales,HUM-222,2015-2016
748,Histoire et théorie du cinéma,235424693,Programme Sciences humaines et sociales,HUM-233,2015-2016
749,Science et littérature A,1580216381,Programme Sciences humaines et sociales,HUM-241,2015-2016
750,Musicologie et histoire de la musique A,1580214404,Programme Sciences humaines et sociales,HUM-242,2015-2016
751,Ecologie de la connaissance,1911192181,Programme Sciences humaines et sociales,HUM-245(a),2015-2016
752,Histoire des relations internationales,1580216372,Programme Sciences humaines et sociales,HUM-248(a),2015-2016
753,Elites et pouvoir,1580217054,Programme Sciences humaines et sociales,HUM-252,2015-2016
754,"Cerveau, esprit et société",405237425,Programme Sciences humaines et sociales,HUM-256,2015-2016
755,Actualités et théories économiques,1680358063,Programme Sciences humaines et sociales,HUM-259,2015-2016
756,Asian studies,1908362115,Programme Sciences humaines et sociales,HUM-265(a),2015-2016
757,Moyen-Orient contemporain A,1823866136,Programme Sciences humaines et sociales,HUM-267,2015-2016
758,"Médias sociaux, culture et société",1680358717,Programme Sciences humaines et sociales,HUM-304,2015-2016
759,Design graphique III,1680358228,Programme Sciences humaines et sociales,HUM-305,2015-2016
760,Design industriel III,249371091,Programme Sciences humaines et sociales,HUM-306,2015-2016
761,Croissance et développement durable,1580209507,Programme Sciences humaines et sociales,HUM-308,2015-2016
762,Histoire de l'image A,1580213011,Programme Sciences humaines et sociales,HUM-311,2015-2016
763,Histoire internationale contemporaine B,1581734542,Programme Sciences humaines et sociales,HUM-312(a),2015-2016
764,Musicologie et histoire de la musique C,1581730851,Programme Sciences humaines et sociales,HUM-313,2015-2016
765,Méditerranée: grands textes et mythes fondateurs C,1581730912,Programme Sciences humaines et sociales,HUM-314,2015-2016
766,"Philosophie, épistémologie et histoire des sciences",1580215162,Programme Sciences humaines et sociales,HUM-315,2015-2016
767,Cognitive psychology B,1680358076,Programme Sciences humaines et sociales,HUM-316,2015-2016
768,Psychologie sociale C,1581731065,Programme Sciences humaines et sociales,HUM-317,2015-2016
769,Sciences et religions A,1803280149,Programme Sciences humaines et sociales,HUM-318,2015-2016
770,Professions et carrières,444503507,Programme Sciences humaines et sociales,HUM-320,2015-2016
771,Ethique de la recherche scientifique,1580215916,Programme Sciences humaines et sociales,HUM-329,2015-2016
772,Histoire des énergies et des transports B,1908418130,Programme Sciences humaines et sociales,HUM-330(a),2015-2016
773,Comportement organisationnel A,80958519,Programme Sciences humaines et sociales,HUM-346,2015-2016
774,Entrepreneurship,1580214098,Programme Sciences humaines et sociales,HUM-348,2015-2016
775,Introduction au droit de la propriété intellectuelle,1580213986,Programme Sciences humaines et sociales,HUM-352,2015-2016
776,"Science, technologie et société C",1581734848,Programme Sciences humaines et sociales,HUM-353,2015-2016
777,Religions: approches socio-culturelles B,1581734729,Programme Sciences humaines et sociales,HUM-354,2015-2016
778,Coopération et développement,1680358144,Programme Sciences humaines et sociales,HUM-355,2015-2016
779,Japon contemporain A,1803277152,Programme Sciences humaines et sociales,HUM-357,2015-2016
780,Sciences de la mémoire,1680358821,Programme Sciences humaines et sociales,HUM-358,2015-2016
781,"Technologies, innovations et marchés émergents",1818673603,Programme Sciences humaines et sociales,HUM-366,2015-2016
782,Risk and energy,1908419376,Programme Sciences humaines et sociales,HUM-370,2015-2016
783,SHS : Projet complet,72260050,Hors plans,HUM-400,2015-2016
784,Pratiques artistiques I,1580939449,Programme Sciences humaines et sociales,HUM-401(a),2015-2016
785,Going East I,445435350,Programme Sciences humaines et sociales,HUM-402(a),2015-2016
786,Experimental cognitive psychology I,1580216498,Programme Sciences humaines et sociales,HUM-403(a),2015-2016
787,Culture médiatique I,901865880,Programme Sciences humaines et sociales,HUM-404(a),2015-2016
788,"Internet : enjeux sociaux, enjeux mondiaux I",445483403,Programme Sciences humaines et sociales,HUM-405(a),2015-2016
789,"Musique, politique, société I",405250632,Programme Sciences humaines et sociales,HUM-406(a),2015-2016
790,Design graphique V,1680359735,Programme Sciences humaines et sociales,HUM-407(a),2015-2016
791,Design industriel V,249749117,Programme Sciences humaines et sociales,HUM-408(a),2015-2016
792,Images de la nature I,1580217350,Programme Sciences humaines et sociales,HUM-409(a),2015-2016
793,Droit et technique I,249735302,Programme Sciences humaines et sociales,HUM-410(a),2015-2016
794,Economie et politique de l'énergie I,1908425640,Programme Sciences humaines et sociales,HUM-411(c),2015-2016
795,Enjeux éthiques de l'ingénieur I,1908428435,Programme Sciences humaines et sociales,HUM-412(c),2015-2016
796,Études musicales I,1954059570,Programme Sciences humaines et sociales,HUM-414(a),2015-2016
797,Géopolitique et politique de la mondialisation I,249730357,Programme Sciences humaines et sociales,HUM-415(a),2015-2016
798,Hommes / Machines I,249730431,Programme Sciences humaines et sociales,HUM-416(a),2015-2016
799,"Philosophy, epistemology and history of science I",1580220001,Programme Sciences humaines et sociales,HUM-417(a),2015-2016
800,Histoire de l'image I,1580217244,Programme Sciences humaines et sociales,HUM-418(a),2015-2016
801,Mythes de la Méditerranée ancienne I,1580219781,Programme Sciences humaines et sociales,HUM-419(a),2015-2016
802,Psychologie sociale I,1580220177,Programme Sciences humaines et sociales,HUM-420(a),2015-2016
803,Understanding modern Switzerland I,249735026,Programme Sciences humaines et sociales,HUM-422(a),2015-2016
804,Understanding modern Switzerland II,249735109,Programme Sciences humaines et sociales,HUM-422(b),2015-2016
805,History of globalization I,1803659663,Programme Sciences humaines et sociales,HUM-427(a),2015-2016
806,"Science, technologie et société I",1580220255,Programme Sciences humaines et sociales,HUM-428(a),2015-2016
807,Philosophy of life sciences I,1580220027,Programme Sciences humaines et sociales,HUM-429(a),2015-2016
808,How people learn I,1580217043,Programme Sciences humaines et sociales,HUM-432(a),2015-2016
809,Digital humanities I,1695517338,Programme Sciences humaines et sociales,HUM-433(a),2015-2016
810,Chine: la renaissance d'une grande puissance I,1680359353,Programme Sciences humaines et sociales,HUM-434(a),2015-2016
811,Gestion des organisations I,1680360041,Programme Sciences humaines et sociales,HUM-435(a),2015-2016
812,Sciences et religions I,1803284776,Programme Sciences humaines et sociales,HUM-436(a),2015-2016
813,La recherche dans tous ses états I,1803285306,Programme Sciences humaines et sociales,HUM-437(a),2015-2016
814,Histoire de l'art numérique I,1908428897,Programme Sciences humaines et sociales,HUM-438(a),2015-2016
815,Histoire et humanités digitales I,1908418027,Programme Sciences humaines et sociales,HUM-439(a),2015-2016
816,Part 4 : Research project in Area and Cultural Studies,1156258190,Area and Cultural Studies minor,HUM-483,2015-2016
817,Analyse avancée I,1658044571,Mathématiques,MATH-100(a),2015-2016
818,Analyse avancée I,1658044571,Physique,MATH-100(b),2015-2016
819,Analyse I,1705590,Génie civil,MATH-101(a),2015-2016
820,Analyse I,1705590,Sciences et ingénierie de l'environnement,MATH-101(a),2015-2016
821,Analyse I,1705590,Chimie et génie chimique,MATH-101(b),2015-2016
822,Analyse I,1705590,Génie électrique et électronique,MATH-101(b),2015-2016
823,Analyse I,1705590,Science et génie des matériaux,MATH-101(b),2015-2016
824,Analyse I,1705590,Génie mécanique,MATH-101(c),2015-2016
825,Analyse I,1705590,Microtechnique,MATH-101(d),2015-2016
826,Analyse I (allemand),1748172,Chimie et génie chimique,MATH-101(de),2015-2016
827,Analyse I (allemand),1748172,Génie civil,MATH-101(de),2015-2016
828,Analyse I (allemand),1748172,Microtechnique,MATH-101(de),2015-2016
829,Analyse I (allemand),1748172,Génie électrique et électronique,MATH-101(de),2015-2016
830,Analyse I (allemand),1748172,Génie mécanique,MATH-101(de),2015-2016
831,Analyse I (allemand),1748172,Science et génie des matériaux,MATH-101(de),2015-2016
832,Analyse I (allemand),1748172,Sciences et ingénierie de l'environnement,MATH-101(de),2015-2016
833,Analyse I (allemand),1748172,Sciences et technologies du vivant,MATH-101(de),2015-2016
834,Analyse I (allemand),1748172,Systèmes de communication,MATH-101(de),2015-2016
835,Analyse I (allemand),1748172,Informatique,MATH-101(de),2015-2016
836,Analyse I,1705590,Systèmes de communication,MATH-101(e),2015-2016
837,Analyse I,1705590,Informatique,MATH-101(e),2015-2016
838,Analyse I (anglais),1657415100,Chimie et génie chimique,MATH-101(en),2015-2016
839,Analyse I (anglais),1657415100,Génie civil,MATH-101(en),2015-2016
840,Analyse I (anglais),1657415100,Microtechnique,MATH-101(en),2015-2016
841,Analyse I (anglais),1657415100,Génie électrique et électronique,MATH-101(en),2015-2016
842,Analyse I (anglais),1657415100,Génie mécanique,MATH-101(en),2015-2016
843,Analyse I (anglais),1657415100,Science et génie des matériaux,MATH-101(en),2015-2016
844,Analyse I (anglais),1657415100,Sciences et ingénierie de l'environnement,MATH-101(en),2015-2016
845,Analyse I (anglais),1657415100,Sciences et technologies du vivant,MATH-101(en),2015-2016
846,Analyse I (anglais),1657415100,Systèmes de communication,MATH-101(en),2015-2016
847,Analyse I (anglais),1657415100,Informatique,MATH-101(en),2015-2016
848,Analyse I,1705590,Sciences et technologies du vivant,MATH-101(f),2015-2016
849,Algèbre linéaire avancée I,1658061639,Mathématiques,MATH-110(a),2015-2016
850,Algèbre linéaire avancée I,1658061639,Physique,MATH-110(b),2015-2016
851,Algèbre linéaire,1772095,Génie civil,MATH-111(a),2015-2016
852,Algèbre linéaire,1772095,Sciences et ingénierie de l'environnement,MATH-111(a),2015-2016
853,Algèbre linéaire,1772095,Chimie et génie chimique,MATH-111(b),2015-2016
854,Algèbre linéaire,1772095,Science et génie des matériaux,MATH-111(b),2015-2016
855,Algèbre linéaire,1772095,Génie mécanique,MATH-111(c),2015-2016
856,Algèbre linéaire,1772095,Microtechnique,MATH-111(d),2015-2016
857,Algèbre linéaire (allemand),1657416728,Sciences et ingénierie de l'environnement,MATH-111(de),2015-2016
858,Algèbre linéaire (allemand),1657416728,Sciences et technologies du vivant,MATH-111(de),2015-2016
859,Algèbre linéaire,1772095,Systèmes de communication,MATH-111(e),2015-2016
860,Algèbre linéaire,1772095,Informatique,MATH-111(e),2015-2016
861,Algèbre linéaire (anglais),1657417551,Chimie et génie chimique,MATH-111(en),2015-2016
862,Algèbre linéaire (anglais),1657417551,Génie civil,MATH-111(en),2015-2016
863,Algèbre linéaire (anglais),1657417551,Microtechnique,MATH-111(en),2015-2016
864,Algèbre linéaire (anglais),1657417551,Génie électrique et électronique,MATH-111(en),2015-2016
865,Algèbre linéaire (anglais),1657417551,Génie mécanique,MATH-111(en),2015-2016
866,Algèbre linéaire (anglais),1657417551,Science et génie des matériaux,MATH-111(en),2015-2016
867,Algèbre linéaire (anglais),1657417551,Sciences et ingénierie de l'environnement,MATH-111(en),2015-2016
868,Algèbre linéaire (anglais),1657417551,Sciences et technologies du vivant,MATH-111(en),2015-2016
869,Algèbre linéaire (anglais),1657417551,Systèmes de communication,MATH-111(en),2015-2016
870,Algèbre linéaire (anglais),1657417551,Informatique,MATH-111(en),2015-2016
871,Algèbre linéaire,1772095,Sciences et technologies du vivant,MATH-111(f),2015-2016
872,Algèbre linéaire,1772095,Génie électrique et électronique,MATH-111(g),2015-2016
873,Géométrie I,1773797,Mathématiques,MATH-120,2015-2016
874,Géométrie pour architectes I,1769357011,Architecture,MATH-124,2015-2016
875,Géométrie pour architectes I,1769357011,Passerelle HES - AR,MATH-124,2015-2016
876,Mathématiques I,1774642,Architecture,MATH-184,2015-2016
877,Mathématiques I,1774642,Passerelle HES - AR,MATH-184,2015-2016
878,"Analyse III, IV",2129631,Mathématiques,MATH-200,2015-2016
879,Analyse III,1772230,Mathématiques,MATH-200,2015-2016
880,Analysis III,3855141,Physique,MATH-201,2015-2016
881,Analyse III,1772230,Génie électrique et électronique,MATH-202(c),2015-2016
882,Analyse III,1772230,Génie mécanique,MATH-202(c),2015-2016
883,Analyse III,1772230,Science et génie des matériaux,MATH-202(c),2015-2016
884,Analyse III,1772230,Passerelle HES - GM,MATH-202(c),2015-2016
885,Analyse III,1772230,Passerelle HES - EL,MATH-202(c),2015-2016
886,Analyse III,1772230,Microtechnique,MATH-203(a),2015-2016
887,Analyse III,1772230,Sciences et technologies du vivant,MATH-203(a),2015-2016
888,Analyse III,1772230,Passerelle HES - MT,MATH-203(a),2015-2016
889,Analyse III,1772230,Génie civil,MATH-203(b),2015-2016
890,Analyse III,1772230,Sciences et ingénierie de l'environnement,MATH-203(b),2015-2016
891,Analyse III,1772230,Passerelle HES - GC,MATH-203(b),2015-2016
892,Analyse III,1772230,Systèmes de communication,MATH-203(c),2015-2016
893,Analyse III,1772230,Informatique,MATH-203(c),2015-2016
894,Analyse III,1772230,Passerelle HES - IN,MATH-203(c),2015-2016
895,"Analyse III, IV",2129631,Mathématiques,MATH-205,2015-2016
896,Analyse IV ,1772235,Systèmes de communication,MATH-207(b),2015-2016
897,Théorie des groupes,129609800,Mathématiques,MATH-211,2015-2016
898,Topologie I,24346308,Mathématiques,MATH-220,2015-2016
899,Espaces métriques et topologiques,1898551900,Mathématiques,MATH-220,2015-2016
900,Topologie II,24346316,Mathématiques,MATH-225,2015-2016
901,Probabilités,1775637,Mathématiques,MATH-230,2015-2016
902,Probabilités et statistique I,1775647,Sciences et technologies du vivant,MATH-231,2015-2016
903,Probabilités et statistique,1775642,Systèmes de communication,MATH-232,2015-2016
904,Probabilités et statistique,1775642,Physique,MATH-233,2015-2016
905,Probabilités et statistique,1775642,Génie civil,MATH-234(a),2015-2016
906,Probabilités et statistique,1775642,Passerelle HES - GC,MATH-234(a),2015-2016
907,Probabilités et statistique,1775642,Chimie et génie chimique,MATH-234(b),2015-2016
908,Probabilités et statistique,1775642,Génie mécanique,MATH-234(b),2015-2016
909,Probabilités et statistique,1775642,UNIL - Sciences forensiques,MATH-234(b),2015-2016
910,Probabilités et statistique,1775642,Passerelle HES - GM,MATH-234(b),2015-2016
911,Probabilités et statistique,1775642,Passerelle HES - CGC,MATH-234(b),2015-2016
912,Statistique,1776377,Mathématiques,MATH-240,2015-2016
913,Analyse numérique,1179245,Mathématiques,MATH-250,2015-2016
914,Analyse numérique,1179245,Génie civil,MATH-251(a),2015-2016
915,Analyse numérique,1179245,Sciences et ingénierie de l'environnement,MATH-251(a),2015-2016
916,Analyse numérique,1179245,Passerelle HES - GC,MATH-251(a),2015-2016
917,Analyse numérique,1179245,Microtechnique,MATH-251(b),2015-2016
918,Analyse numérique,1179245,Génie électrique et électronique,MATH-251(b),2015-2016
919,Analyse numérique,1179245,Science et génie des matériaux,MATH-251(b),2015-2016
920,Analyse numérique,1179245,Passerelle HES - EL,MATH-251(b),2015-2016
921,Discrete mathematics,1685158711,Mathématiques,MATH-260,2015-2016
922,Introduction à l'optimisation et à la recherche opérationnelle,1771652313,Génie civil,MATH-265,2015-2016
923,Introduction à l'optimisation et à la recherche opérationnelle,1771652313,Génie mécanique,MATH-265,2015-2016
924,Introduction à l'optimisation et à la recherche opérationnelle,1771652313,Sciences et ingénierie de l'environnement,MATH-265,2015-2016
925,Introduction à l'optimisation et à la recherche opérationnelle,1771652313,Mineur en Systems Engineering,MATH-265,2015-2016
926,Introduction à l'optimisation et à la recherche opérationnelle,1771652313,Passerelle HES - GM,MATH-265,2015-2016
927,Introduction à l'optimisation et à la recherche opérationnelle,1771652313,Passerelle HES - GC,MATH-265,2015-2016
928,Introduction aux équations aux dérivées partielles,1898553613,Mathématiques,MATH-300,2015-2016
929,Equations différentielles ordinaires,2229035,Mathématiques,MATH-301,2015-2016
930,Mesure et intégration,24345947,Mathématiques,MATH-303,2015-2016
931,Algèbre,1772085,Information security minor,MATH-310,2015-2016
932,Algèbre,1772085,Systèmes de communication,MATH-310,2015-2016
933,Algèbre,1772085,Informatique,MATH-310,2015-2016
934,Rings and modules,1898557621,Mathématiques,MATH-311,2015-2016
935,Introduction à la théorie algébrique des nombres,4148121,Mathématiques,MATH-312,2015-2016
936,Théorie de Galois,24346085,Mathématiques,MATH-317,2015-2016
937,Set theory,837370054,Mathématiques - master,MATH-318,2015-2016
938,Set theory,837370054,Ingénierie mathématique,MATH-318,2015-2016
939,Set theory,837370054,Systèmes de communication - master,MATH-318,2015-2016
940,Set theory,837370054,Informatique,MATH-318,2015-2016
941,Algèbre de Lie,1802451772,Mathématiques,MATH-319,2015-2016
942,Introduction aux variétés différentiables,47977389,Mathématiques,MATH-322,2015-2016
943,Martingales et applications,1774512,Mathématiques,MATH-330,2015-2016
944,Processus stochastiques appliqués,1585747148,Mathématiques,MATH-332,2015-2016
945,Modèles linéaires,1583926565,Mathématiques,MATH-341,2015-2016
946,Time series,129699210,Ingénierie financière,MATH-342,2015-2016
947,Introduction to the finite elements method,354383074,Mathématiques,MATH-350,2015-2016
948,Introduction to the finite elements method,354383074,Science et ingénierie computationnelles,MATH-350,2015-2016
949,Advanced numerical analysis,1578290162,Science et ingénierie computationnelles,MATH-351,2015-2016
950,Graph theory,128314283,Systèmes de communication,MATH-360,2015-2016
951,Logique mathématique,230597543,Mathématiques,MATH-381,2015-2016
952,Projet de Mathématiques (bachelor),1802440133,Mathématiques,MATH-397,2015-2016
953,Advanced analysis I,2348799,Bioingénierie,MATH-400,2015-2016
954,Advanced analysis I,2348799,Sciences et technologies du vivant - master,MATH-400,2015-2016
955,Advanced analysis I,2348799,Systèmes de communication - master,MATH-400,2015-2016
956,Elliptic partial differential equations,837364272,Mathématiques - master,MATH-406,2015-2016
957,Linear PDE's,1802553523,Mathématiques - master,MATH-407,2015-2016
958,Linear PDE's,1802553523,Ingénierie mathématique,MATH-407,2015-2016
959,Differential geometry of framed curves,1898563805,Mathématiques - master,MATH-423,2015-2016
960,Differential geometry of framed curves,1898563805,Ingénierie mathématique,MATH-423,2015-2016
961,Differential geometry of framed curves,1898563805,Mathématiques pour l'enseignement,MATH-423,2015-2016
962,Théorie du calcul stochastique,1685303560,Mathématiques - master,MATH-431,2015-2016
963,Théorie du calcul stochastique,1685303560,Ingénierie mathématique,MATH-431,2015-2016
964,Théorie du calcul stochastique,1685303560,Mathématiques pour l'enseignement,MATH-431,2015-2016
965,Probability theory,837368471,Mathématiques - master,MATH-432,2015-2016
966,Probability theory,837368471,Ingénierie mathématique,MATH-432,2015-2016
967,Lattice models,1898576185,Mathématiques - master,MATH-434,2015-2016
968,Lattice models,1898576185,Ingénierie mathématique,MATH-434,2015-2016
969,Lattice models,1898576185,Mathématiques pour l'enseignement,MATH-434,2015-2016
970,Robust and nonparametric Statistics,129871669,Mathématiques - master,MATH-441,2015-2016
971,Robust and nonparametric Statistics,129871669,Ingénierie mathématique,MATH-441,2015-2016
972,Statistical theory,47980922,Mathématiques - master,MATH-442,2015-2016
973,Statistical theory,47980922,Ingénierie mathématique,MATH-442,2015-2016
974,Statistical theory,47980922,Mathématiques pour l'enseignement,MATH-442,2015-2016
975,Statistique multivariée,4150874,Mathématiques - master,MATH-444,2015-2016
976,Statistique multivariée,4150874,Ingénierie mathématique,MATH-444,2015-2016
977,"Risk, rare events and extremes",1685212246,Mathématiques - master,MATH-447,2015-2016
978,"Risk, rare events and extremes",1685212246,Ingénierie mathématique,MATH-447,2015-2016
979,"Risk, rare events and extremes",1685212246,Ingénierie financière,MATH-447,2015-2016
980,Numerical approximation of PDE's I,1497044684,Mathématiques - master,MATH-451,2015-2016
981,Numerical approximation of PDE's I,1497044684,Ingénierie mathématique,MATH-451,2015-2016
982,Numerical approximation of PDE's I,1497044684,Ingénierie financière,MATH-451,2015-2016
983,Numerical approximation of PDE's I,1497044684,Science et ingénierie computationnelles,MATH-451,2015-2016
984,Numerical integration of dynamical systems,230301204,Mathématiques - master,MATH-452,2015-2016
985,Numerical integration of dynamical systems,230301204,Ingénierie mathématique,MATH-452,2015-2016
986,Numerical integration of dynamical systems,230301204,Science et ingénierie computationnelles,MATH-452,2015-2016
987,Numerical Analysis and Computational Mathematics,354984919,Science et ingénierie computationnelles,MATH-456,2015-2016
988,Programming concepts in scientific computing,1497047397,Génie civil,MATH-458,2015-2016
989,Programming concepts in scientific computing,1497047397,Science et ingénierie computationnelles,MATH-458,2015-2016
990,Numerical methods for conservation laws,1685197312,Mathématiques - master,MATH-459,2015-2016
991,Numerical methods for conservation laws,1685197312,Ingénierie mathématique,MATH-459,2015-2016
992,Numerical methods for conservation laws,1685197312,Science et ingénierie computationnelles,MATH-459,2015-2016
993,Combinatorial optimization,129686166,Mathématiques - master,MATH-460,2015-2016
994,Combinatorial optimization,129686166,Ingénierie mathématique,MATH-460,2015-2016
995,Convexity,1898563769,Mathématiques - master,MATH-461,2015-2016
996,Convexity,1898563769,Ingénierie mathématique,MATH-461,2015-2016
997,Convexity,1898563769,Mathématiques pour l'enseignement,MATH-461,2015-2016
998,Mathematical modelling of behavior,129688728,Gestion de l'énergie et construction durable,MATH-463,2015-2016
999,Mathematical modelling of behavior,129688728,Mathématiques - master,MATH-463,2015-2016
1000,Mathematical modelling of behavior,129688728,Ingénierie mathématique,MATH-463,2015-2016
1001,Mathematical modelling of behavior,129688728,Ingénierie financière,MATH-463,2015-2016
1002,Mathematical modelling of behavior,129688728,Science et ingénierie computationnelles,MATH-463,2015-2016
1003,Geometric graph theory,129687015,Ingénierie mathématique,MATH-466,2015-2016
1004,Martingales in financial mathematics,1584194448,Ingénierie mathématique,MATH-470,2015-2016
1005,Computational finance,1771017288,Mathématiques - master,MATH-472,2015-2016
1006,Computational finance,1771017288,Ingénierie mathématique,MATH-472,2015-2016
